Hours Studied,Attendance,Sleep Hours,Tutoring Sessions,Physical Activity,Exam Score,Extracurricular Activities_Yes,Internet Access_Yes,School Type_Public,Parental Involvement,Resource Access,Motivation Level,Family Income,Teacher Quality,Parental Education Level
19,79,7,2,1,68,True,True,True,2,1,1,2,2,1
20,98,7,2,4,73,True,True,True,1,2,1,1,1,0
21,98,7,0,3,71,True,True,True,2,1,2,1,1,1
22,91,5,3,2,70,False,True,True,1,2,1,0,2,2
19,84,7,0,3,68,True,True,True,2,1,0,1,0,2
21,78,10,3,5,68,False,True,True,1,2,1,2,1,0
29,74,6,2,3,68,False,True,True,1,1,0,0,2,2
26,98,6,1,1,71,True,True,False,0,2,1,0,1,2
25,84,10,4,2,70,True,True,True,1,1,0,1,1,1
17,83,6,2,3,67,False,True,True,2,1,1,1,1,0
15,69,9,0,3,61,True,True,True,0,1,1,2,1,1
26,62,7,1,3,64,True,True,True,2,0,0,1,1,1
25,98,7,1,4,72,False,True,True,0,1,1,1,1,2
29,73,7,1,4,67,False,True,False,2,1,0,0,2,0
16,78,8,1,3,65,True,True,True,2,0,2,1,1,1
19,65,5,1,6,64,True,True,True,1,0,2,2,1,1
10,93,7,0,2,66,True,True,False,0,1,1,0,1,0
18,61,6,1,2,62,False,True,True,1,1,1,1,2,0
26,93,4,2,3,70,False,True,True,0,1,1,0,1,0
17,66,9,1,4,64,True,False,True,1,1,1,1,2,0
24,95,4,3,3,70,False,True,True,1,0,0,0,1,0
19,89,10,1,2,66,False,True,True,1,0,1,0,1,0
22,67,8,0,3,62,True,True,True,0,2,1,1,2,0
13,83,5,4,2,63,False,True,False,0,0,2,0,1,0
21,73,9,2,3,66,True,True,True,0,1,2,1,1,1
2,67,6,1,2,58,False,True,False,1,1,0,0,1,1
19,94,6,1,3,70,True,True,True,1,2,1,0,1,0
10,76,4,1,6,63,False,True,False,1,0,1,2,0,1
27,76,6,0,1,70,True,True,True,1,2,2,1,2,0
25,67,6,1,3,65,True,True,True,2,1,1,0,1,0
23,75,8,5,3,67,True,True,True,1,0,1,1,0,0
29,95,9,1,2,73,False,False,False,2,1,1,0,1,2
14,75,5,0,3,82,True,True,True,1,1,1,1,1,1
30,98,7,0,2,71,False,True,True,0,1,2,0,1,0
26,98,4,1,4,73,True,True,True,1,1,0,0,1,2
19,66,7,1,4,65,False,True,True,1,2,0,2,1,0
27,67,10,1,3,67,True,True,True,2,1,1,0,2,0
13,95,4,1,4,67,True,False,True,1,1,0,0,2,1
15,76,5,4,4,69,True,True,True,2,2,1,1,1,2
16,60,8,0,3,61,True,True,True,1,2,0,0,1,0
17,71,8,3,4,64,False,True,False,1,0,1,1,2,0
14,84,6,1,2,64,False,True,True,0,2,0,2,1,1
27,92,9,2,2,68,True,True,True,0,1,0,0,1,1
18,65,6,1,1,62,False,True,False,1,0,1,1,1,1
22,64,10,5,3,66,True,True,True,1,1,2,1,1,0
17,97,8,1,4,70,True,True,True,2,0,1,0,1,1
9,90,9,3,3,67,True,True,True,2,1,0,1,1,0
22,84,8,2,2,70,True,True,True,1,1,1,1,1,1
9,91,8,0,4,65,False,True,True,1,1,2,1,1,0
20,77,8,1,4,65,False,True,True,0,1,1,1,2,1
12,90,9,3,3,70,True,True,True,1,2,1,1,1,2
32,75,7,1,3,72,True,True,False,2,1,2,1,1,1
25,70,6,0,2,65,False,True,True,1,1,0,0,1,1
21,89,7,1,2,71,True,True,True,2,2,1,1,1,0
28,77,6,3,3,71,True,True,False,2,2,0,1,2,1
15,99,6,1,5,72,True,True,True,1,2,2,2,2,2
23,74,9,0,4,64,False,True,True,0,0,0,1,0,2
21,97,8,2,1,72,False,True,True,1,1,2,2,2,1
22,97,8,1,4,71,False,True,False,0,1,1,1,1,2
28,70,9,0,3,66,True,True,True,1,1,0,0,1,0
24,92,8,3,3,71,False,True,False,2,0,1,1,1,1
22,77,10,2,2,67,True,True,True,1,1,2,1,0,0
10,97,4,1,2,69,False,True,True,2,2,0,0,2,2
14,78,6,0,5,67,True,True,True,2,1,2,1,1,1
19,90,6,0,4,71,True,True,True,2,1,1,2,1,2
21,79,5,1,2,66,False,True,False,1,0,0,2,1,0
13,69,7,1,2,62,False,True,False,2,2,0,1,0,0
34,68,7,0,2,67,False,True,False,1,1,2,1,1,0
29,77,10,2,4,70,True,True,True,1,0,2,0,1,2
24,90,8,0,3,72,False,True,True,2,2,2,0,1,1
20,84,6,3,2,69,False,True,False,2,2,1,1,1,0
19,88,8,1,3,70,False,True,True,1,2,2,1,1,0
14,71,4,0,3,64,False,True,True,2,2,1,1,1,0
20,79,7,1,3,65,True,False,True,1,1,0,1,1,0
22,62,7,2,2,66,True,True,True,1,2,1,1,1,0
13,93,6,2,3,68,False,True,False,0,1,2,2,1,0
22,100,7,2,3,72,True,True,False,1,1,1,0,1,1
19,76,6,2,3,65,True,True,True,1,0,1,2,1,0
9,60,6,3,2,60,True,True,False,1,0,1,0,2,0
15,67,8,0,4,63,False,True,True,1,1,1,2,2,2
18,86,9,3,3,66,True,True,True,0,0,0,0,2,0
31,84,8,1,4,73,True,True,True,0,1,0,1,1,2
23,92,6,4,4,71,True,True,True,1,1,0,0,1,1
12,70,6,1,2,59,True,True,True,1,1,0,0,1,0
23,91,6,5,3,70,True,True,True,1,0,1,0,2,0
11,88,7,1,3,63,True,True,False,1,0,0,1,0,1
26,73,6,1,4,67,False,True,True,1,1,1,1,0,2
17,82,9,2,2,65,True,True,False,0,1,1,0,1,1
19,66,7,5,4,64,False,True,True,1,0,1,1,0,1
28,78,8,2,2,71,False,True,True,2,1,0,0,1,2
12,95,5,2,2,70,True,True,True,1,2,1,2,1,1
12,77,6,2,2,63,True,True,True,1,0,1,1,0,0
16,94,8,3,2,68,False,True,True,0,1,1,0,2,0
26,84,8,1,2,67,True,False,True,1,1,1,1,1,1
11,68,5,1,4,66,True,True,True,1,2,1,2,1,2
3,83,7,2,5,63,True,True,True,2,0,0,1,2,0
17,80,7,0,5,65,True,True,False,1,1,1,1,1,1
23,76,6,2,3,66,True,True,True,1,2,0,0,1,0
27,65,8,2,4,65,True,True,True,1,1,1,0,0,2
17,77,5,2,4,65,True,True,False,0,1,1,1,2,0
18,63,6,2,2,63,False,True,True,2,0,1,1,2,0
27,64,8,0,3,65,False,True,True,1,2,1,0,1,0
9,77,7,1,4,62,True,True,False,0,2,1,0,2,0
18,72,7,1,3,66,True,True,True,1,1,1,1,1,1
21,97,7,1,3,71,False,True,True,1,0,1,2,1,2
23,75,8,2,2,64,True,True,True,0,0,2,0,1,0
17,90,8,0,4,67,True,True,False,1,1,0,1,1,1
20,81,8,1,3,68,False,True,False,1,1,1,2,1,0
5,88,7,3,3,63,False,True,True,1,1,1,0,1,1
16,70,6,0,3,64,True,True,True,0,1,2,2,2,1
23,98,6,1,1,74,True,True,True,2,2,1,0,2,2
14,81,5,2,4,68,True,True,True,0,1,1,2,2,2
20,93,6,1,3,68,True,False,True,1,1,0,1,2,0
23,75,6,2,3,69,True,False,True,2,2,1,1,0,2
18,64,9,4,4,61,True,True,True,0,1,1,0,1,0
21,87,5,1,2,69,True,True,False,0,2,2,0,1,0
14,60,9,3,3,61,True,True,True,0,0,0,2,2,0
19,79,7,3,3,67,True,True,True,1,2,0,2,1,0
24,68,7,0,4,63,False,True,False,0,2,1,0,0,0
21,85,8,3,3,68,False,True,True,1,1,1,0,2,1
16,99,5,0,5,68,False,False,False,1,1,0,0,1,1
21,79,6,2,1,67,True,True,True,1,0,0,2,1,0
24,93,5,1,3,69,True,True,False,0,1,2,2,1,1
8,80,6,2,3,64,False,True,True,2,1,1,0,1,0
27,80,6,1,4,67,False,True,True,0,0,0,0,1,2
18,97,9,1,3,70,False,True,True,1,2,0,2,1,0
23,96,6,5,4,72,True,True,True,0,2,0,0,1,0
27,91,4,1,2,71,False,True,False,0,2,1,2,2,0
12,72,6,1,3,62,False,True,True,1,1,2,0,1,1
16,82,8,2,5,67,True,True,False,1,1,2,0,1,2
18,69,9,3,2,64,True,True,True,1,2,1,0,1,1
15,78,7,0,2,64,True,True,True,1,1,1,1,0,0
30,79,6,1,4,70,False,True,True,2,1,1,0,1,2
15,93,7,3,5,68,True,True,True,1,1,1,0,1,1
17,96,8,1,3,70,False,True,True,1,1,1,1,1,2
21,77,5,1,3,65,True,True,True,1,0,0,1,2,0
13,61,7,2,2,59,False,True,True,0,0,0,2,1,0
18,94,7,1,2,69,True,True,True,1,1,1,1,2,0
22,67,7,2,3,67,True,True,True,1,1,2,0,2,2
18,85,7,2,4,68,False,True,False,1,2,1,0,1,0
19,61,6,1,1,62,False,True,True,1,1,0,1,1,1
17,76,8,0,4,65,False,False,False,2,1,0,2,1,0
11,99,7,0,5,69,True,True,False,2,1,1,2,2,1
22,64,7,3,4,65,True,True,False,1,1,1,0,1,2
31,77,5,1,2,68,True,True,True,2,0,2,1,1,0
20,72,8,4,2,68,True,True,True,2,0,1,0,2,0
21,96,6,3,3,71,True,False,True,2,1,2,1,1,0
24,95,9,3,4,71,True,True,True,1,0,1,0,0,0
12,70,5,1,3,66,False,True,True,2,1,2,2,1,2
30,63,8,4,3,71,True,True,False,1,2,1,0,1,2
21,85,4,2,3,66,False,True,True,1,1,0,0,1,1
30,73,4,0,4,66,False,True,False,2,0,1,0,0,0
16,87,6,2,1,69,True,True,True,2,2,1,1,2,0
31,61,4,0,3,65,False,True,True,1,1,1,0,0,0
25,65,8,2,3,66,True,True,True,2,0,1,0,1,2
23,87,7,2,2,67,False,True,True,1,0,1,1,1,0
21,68,9,1,4,66,False,True,False,1,1,0,2,2,2
19,94,7,0,3,69,False,True,True,1,1,1,1,1,0
27,62,7,2,4,66,False,True,True,2,0,1,0,1,0
21,69,7,0,3,64,True,True,True,2,1,0,0,1,2
8,100,6,0,2,70,True,True,True,2,2,1,0,2,2
13,77,6,1,4,62,True,False,False,0,1,0,1,0,1
19,88,5,1,5,67,True,True,True,0,1,2,0,0,0
22,67,8,1,2,60,False,True,True,0,1,1,1,0,1
20,84,7,1,3,66,False,True,True,0,0,0,2,1,2
27,89,7,0,2,72,True,True,True,1,1,1,1,2,0
8,73,10,2,3,63,True,True,True,1,2,1,1,1,0
21,93,6,1,3,69,True,True,True,0,0,0,2,1,2
9,84,7,1,3,66,True,True,False,2,2,2,0,1,1
25,76,7,2,2,69,True,True,True,1,1,1,1,1,1
19,82,9,2,3,68,False,True,False,2,1,0,1,1,1
23,83,7,3,4,66,False,True,True,1,0,1,0,0,0
15,67,7,0,2,63,True,True,False,1,1,0,2,0,2
28,76,10,1,3,70,True,True,True,1,1,2,1,1,0
26,74,6,2,4,68,False,True,True,1,1,1,0,2,2
24,76,7,2,4,68,True,True,True,1,1,1,1,1,1
19,90,8,1,3,67,False,True,False,1,1,1,0,1,0
23,79,6,1,1,67,True,True,True,2,2,0,0,1,0
16,98,8,3,3,69,True,True,True,2,0,1,0,2,1
25,72,6,3,5,68,False,True,True,1,1,0,0,2,0
30,77,9,0,1,67,True,True,True,1,0,1,1,2,0
26,91,8,0,2,70,True,True,True,2,1,0,1,2,0
16,82,7,3,3,70,False,True,True,2,2,0,1,1,2
22,82,5,2,2,66,False,True,True,1,0,1,1,1,1
12,62,6,0,2,61,True,True,False,2,2,2,0,1,0
23,76,7,2,2,68,True,True,True,0,2,1,0,1,1
23,71,8,1,2,64,True,True,True,0,1,0,0,0,2
9,100,7,1,2,66,False,True,True,0,0,1,0,1,2
13,72,8,3,4,65,True,True,False,0,2,1,2,2,0
18,95,8,3,6,73,False,True,True,1,2,1,1,0,2
18,87,8,3,4,66,False,False,True,0,0,1,2,2,0
13,74,7,2,3,65,True,True,True,2,2,1,0,1,0
22,82,7,0,4,68,True,True,True,1,2,1,1,1,1
22,94,7,0,3,69,True,True,True,1,1,0,0,2,0
19,95,6,1,4,72,True,True,True,0,2,2,1,2,1
15,66,9,3,3,63,False,True,False,1,1,1,1,1,0
26,74,8,0,1,65,False,True,False,0,1,1,1,1,0
30,73,9,0,4,69,True,True,True,2,1,0,1,1,1
17,62,6,2,3,62,False,True,False,2,0,1,1,1,0
16,84,8,0,3,66,True,True,True,1,2,0,1,1,2
23,94,9,3,2,69,True,True,False,0,0,1,0,1,2
18,75,9,2,4,67,True,True,True,2,1,1,0,1,2
19,90,5,0,2,94,True,True,True,1,2,0,0,1,1
24,85,7,2,2,71,True,True,False,1,1,2,1,1,0
9,75,7,2,4,61,False,True,True,1,1,0,0,1,0
28,66,9,2,2,68,True,True,True,2,1,1,0,1,1
20,88,4,0,4,66,False,True,True,1,1,0,2,0,0
18,94,5,0,5,71,True,True,True,2,2,1,2,0,0
19,87,9,3,4,66,False,True,True,0,1,0,0,2,0
20,61,6,2,2,60,False,True,False,0,1,1,0,0,2
10,69,5,0,3,60,True,True,False,1,1,0,1,1,0
29,63,9,3,3,66,True,False,True,0,0,2,1,2,0
20,83,5,1,2,67,True,True,True,1,0,1,2,2,1
23,90,9,4,3,67,False,True,False,0,0,0,1,1,0
26,64,5,2,1,64,False,True,True,1,1,1,2,1,0
14,94,5,0,3,66,False,True,True,1,1,1,1,2,1
23,82,7,1,3,68,False,True,True,2,0,2,1,2,0
18,88,6,1,3,70,True,True,True,2,0,1,1,2,2
25,99,7,3,4,75,True,True,False,2,1,1,0,1,1
7,63,10,0,2,86,True,True,False,2,2,1,0,1,0
19,96,7,3,3,73,True,True,False,1,1,2,1,2,1
16,65,9,1,3,61,False,True,True,1,0,1,2,1,0
23,76,7,0,6,68,False,True,False,2,2,1,1,1,0
23,94,8,1,0,70,False,True,True,1,2,1,0,2,1
16,96,4,1,2,71,True,True,True,1,1,2,2,2,0
16,80,8,2,4,71,True,True,False,2,1,2,1,2,2
19,84,8,2,1,68,False,True,True,1,1,2,1,1,1
15,88,6,2,4,70,True,True,True,2,2,1,0,1,0
25,93,10,1,3,70,True,True,True,1,1,0,1,1,1
18,65,6,0,3,62,True,True,False,1,2,0,1,2,0
3,92,5,3,1,67,True,True,True,2,0,2,1,1,2
18,79,8,3,3,68,False,True,True,1,1,2,1,1,1
14,78,5,1,3,68,True,True,True,2,2,1,1,1,2
10,77,7,2,1,64,False,True,False,2,2,0,0,2,0
13,80,9,1,3,68,False,True,True,1,2,1,2,2,2
21,98,8,0,3,69,True,True,True,0,2,1,1,1,0
28,82,7,1,3,70,False,True,True,1,2,0,1,2,0
22,98,6,4,4,73,True,True,True,1,1,1,0,1,0
16,67,9,1,3,66,True,True,True,2,1,1,2,2,2
23,89,5,0,3,68,False,True,True,0,1,0,0,1,2
17,92,8,1,3,68,True,False,True,0,1,2,2,1,0
16,87,10,2,0,65,True,True,False,0,1,0,1,2,2
13,84,8,2,3,66,True,True,True,1,1,2,0,0,2
9,83,7,0,1,62,True,True,True,2,0,1,0,1,1
18,94,7,3,2,67,True,True,False,0,0,0,1,2,0
21,93,6,1,3,73,True,True,True,1,2,2,1,2,2
19,65,6,2,2,65,True,True,False,1,0,1,1,2,2
18,94,7,2,4,70,False,True,False,2,0,2,2,1,0
14,77,8,3,2,68,True,True,True,2,1,1,1,1,2
24,70,9,3,3,67,True,True,False,2,1,1,1,0,0
12,95,4,2,3,66,True,True,True,0,1,2,0,1,0
25,77,4,3,4,65,False,True,True,1,0,0,0,1,1
14,92,9,1,4,66,True,True,True,2,0,0,1,1,0
15,71,7,2,4,66,False,True,True,2,2,0,0,0,0
11,60,7,2,1,60,False,True,True,1,2,2,0,1,1
17,80,8,0,4,66,True,True,True,2,0,1,2,2,1
26,64,7,2,4,68,True,True,False,2,1,0,0,2,1
23,90,10,3,5,72,True,True,True,1,1,0,0,1,0
26,71,8,1,3,68,False,False,True,0,2,1,1,1,1
23,78,6,0,3,67,True,True,True,1,1,2,0,1,2
13,63,6,0,4,62,False,True,True,2,1,2,1,0,2
18,71,7,0,5,66,False,True,True,1,1,2,2,2,1
15,91,6,0,3,69,False,True,False,2,1,1,0,1,2
28,66,10,0,3,64,False,True,True,1,1,0,0,2,0
13,86,7,0,3,63,False,False,False,0,1,1,1,1,0
25,97,5,2,2,74,True,True,True,0,2,1,2,1,0
25,87,8,0,4,72,True,True,False,2,1,1,1,2,1
31,92,9,1,3,71,True,False,False,1,1,1,0,1,1
18,64,9,2,3,64,True,True,True,0,2,1,1,1,0
24,70,6,0,3,65,False,False,True,2,2,0,0,1,0
34,96,5,1,5,75,True,True,True,1,1,2,1,2,0
16,89,9,2,3,69,False,True,True,2,1,1,1,0,1
11,86,5,1,4,65,False,True,True,1,1,1,1,0,2
9,87,8,0,1,60,False,False,True,0,0,0,0,2,1
24,77,6,2,4,69,True,True,True,1,1,1,2,1,0
9,62,9,4,4,65,True,True,True,2,2,2,2,1,1
18,91,5,0,4,67,True,True,False,0,1,0,2,2,0
23,87,6,5,2,70,False,True,False,2,0,0,1,2,0
21,79,8,1,4,66,True,True,True,1,0,0,0,2,1
23,96,8,0,4,69,True,True,True,1,1,1,0,2,0
21,73,9,2,3,69,True,True,True,1,1,1,1,2,2
28,72,8,1,2,68,True,True,True,2,1,0,1,1,0
14,95,8,5,4,70,True,True,False,1,1,1,1,1,1
16,92,9,2,2,66,False,True,False,1,0,2,0,1,0
15,81,5,0,3,65,False,False,True,2,1,0,1,2,0
25,65,6,1,4,65,False,True,True,0,1,1,0,2,1
25,69,5,1,2,65,True,True,False,0,1,1,2,1,0
23,86,4,0,3,69,True,True,True,0,1,1,0,2,2
27,75,8,4,2,69,False,True,True,1,1,1,1,1,2
13,93,9,0,3,65,False,True,False,1,2,0,0,1,0
30,98,8,1,3,76,True,False,True,2,2,2,0,2,0
29,92,8,2,3,72,False,True,False,1,2,0,1,0,1
24,75,7,2,4,67,False,True,True,1,0,1,1,2,0
31,92,7,3,3,74,True,True,True,2,1,1,0,2,0
10,74,10,2,3,66,True,True,True,1,1,2,1,2,1
17,67,9,2,3,66,True,True,False,2,2,1,0,0,0
16,61,6,4,3,66,False,True,True,1,2,2,2,2,0
24,75,9,5,5,71,True,True,True,0,2,2,2,2,1
14,96,9,0,3,66,False,True,True,1,0,1,0,2,0
25,70,8,1,2,65,False,True,True,0,2,2,0,0,2
28,68,8,1,3,69,True,True,True,0,2,1,2,1,0
24,99,8,1,2,69,True,True,True,1,0,0,0,2,0
22,61,5,2,2,63,True,True,True,1,1,0,0,2,0
14,91,5,0,3,68,False,True,True,0,1,2,2,2,0
15,73,8,1,3,64,False,True,True,1,1,1,2,1,0
27,61,5,2,2,64,False,True,True,1,1,1,0,0,1
25,97,5,1,5,73,True,True,True,1,2,2,0,2,1
20,66,4,2,2,66,True,True,True,0,2,2,2,1,0
17,82,6,4,3,67,False,True,False,1,2,0,0,1,0
8,71,8,3,1,63,True,True,False,2,1,1,1,1,0
14,63,8,1,3,61,True,True,True,1,1,2,0,1,0
31,62,8,4,4,71,True,True,True,1,1,2,2,2,0
12,65,6,1,3,61,True,True,True,0,1,1,1,1,1
21,63,7,1,3,62,True,True,False,1,0,0,1,1,1
26,90,8,1,4,74,True,True,False,2,2,1,2,2,0
12,79,8,2,4,65,False,True,False,1,1,1,1,1,0
21,74,6,2,3,64,True,True,True,0,0,0,0,2,0
26,77,7,1,4,66,False,True,True,0,0,1,1,2,2
20,97,4,1,2,72,True,True,True,2,2,1,1,1,0
37,96,7,0,4,76,True,True,False,2,1,1,1,2,0
10,89,6,4,3,67,True,True,True,1,1,1,0,1,2
26,95,9,3,3,71,False,True,False,1,2,0,0,1,0
19,73,6,1,3,65,False,True,True,2,1,1,1,1,0
25,75,7,3,4,68,True,True,False,0,0,1,1,2,2
23,85,6,1,3,68,True,True,True,1,1,0,0,2,0
16,85,6,3,2,67,True,True,False,2,0,0,2,2,0
21,79,8,1,2,64,False,True,True,1,0,1,0,0,0
9,76,6,0,4,60,False,False,True,0,2,0,1,1,2
24,99,10,1,3,70,False,True,True,1,1,0,0,1,0
22,93,4,1,2,73,True,True,False,2,1,2,2,0,1
24,77,8,2,3,69,True,True,False,1,1,0,2,2,0
26,89,7,0,5,70,False,True,True,2,1,1,0,1,1
22,71,7,1,3,64,False,True,True,1,1,0,0,1,1
21,64,7,2,3,64,True,True,True,2,0,2,0,0,0
15,74,8,0,3,65,True,True,True,2,1,1,2,1,1
16,76,7,0,2,62,False,True,True,1,1,0,0,1,1
27,61,9,0,2,64,True,True,True,1,1,1,1,1,0
29,93,7,0,3,72,True,True,True,1,1,1,2,1,1
19,74,5,1,3,64,True,False,True,1,0,2,0,2,0
20,83,7,0,4,67,True,True,True,1,1,1,1,1,0
15,63,9,4,3,64,True,False,False,2,2,0,2,2,1
27,67,6,0,2,61,False,True,False,0,1,1,1,0,0
24,96,5,1,4,72,True,True,True,1,2,1,0,1,0
32,84,8,2,1,70,True,False,True,1,1,1,1,1,0
15,98,8,4,2,70,False,True,True,1,2,1,0,1,0
18,100,6,2,2,71,False,True,True,1,1,1,1,1,1
21,75,7,1,2,68,False,True,True,2,2,0,1,1,1
24,72,7,3,2,68,False,True,False,1,1,1,2,1,1
19,94,7,0,1,70,False,True,True,2,2,1,0,1,0
15,100,8,2,3,73,False,True,True,2,2,2,1,2,1
25,85,6,2,1,69,False,True,True,2,1,0,1,2,0
24,92,8,0,3,71,False,True,True,1,2,2,1,1,0
15,91,6,1,3,64,False,True,True,0,1,0,0,2,0
28,74,9,0,3,68,False,True,False,1,1,0,1,1,0
27,83,10,0,4,69,False,True,False,1,1,1,2,0,0
21,93,6,1,2,70,False,True,True,2,0,1,0,2,0
20,88,5,1,4,67,False,True,True,1,1,1,0,1,0
23,61,8,1,0,66,True,True,False,1,2,1,1,2,0
15,73,7,2,5,65,False,True,True,1,2,1,1,1,2
20,66,8,4,3,66,True,True,True,1,2,0,1,1,1
7,69,6,0,4,61,True,True,False,0,1,1,0,2,2
25,96,7,0,2,71,False,True,True,0,1,1,0,1,0
11,61,6,5,3,60,True,True,True,2,0,1,2,0,0
29,69,7,1,2,66,True,True,True,1,1,1,0,0,1
18,72,5,1,4,61,True,True,False,0,0,0,1,1,1
19,85,7,2,3,68,True,True,True,1,1,2,1,1,0
16,81,5,2,3,68,True,False,True,1,2,2,0,1,1
18,69,6,2,4,65,True,True,True,1,1,1,0,1,0
29,67,7,3,1,65,False,False,True,2,0,1,0,1,0
5,69,8,2,2,60,True,False,True,1,1,1,0,2,1
28,80,8,2,2,67,False,True,False,0,1,0,0,1,1
22,71,8,2,4,65,False,False,True,2,1,1,0,1,1
13,98,5,1,3,70,True,True,True,2,1,2,2,1,0
14,79,9,1,4,64,False,True,True,1,1,1,1,1,0
30,62,6,2,4,68,True,True,True,1,2,1,0,2,0
14,89,6,2,4,69,False,True,True,2,1,2,1,1,1
13,73,7,0,3,65,True,True,True,1,2,2,2,2,1
27,86,6,2,3,71,False,True,False,1,1,1,2,2,0
22,71,8,1,4,65,True,True,True,1,1,0,1,2,0
14,83,8,0,2,65,True,True,True,1,2,0,2,1,0
21,91,6,0,2,68,True,True,True,1,1,2,1,1,1
14,97,7,1,3,66,False,True,True,1,0,2,0,0,0
27,70,7,1,3,65,True,False,True,0,0,1,2,1,0
26,73,8,2,4,71,True,True,True,2,2,0,1,1,1
23,79,6,3,4,68,True,True,True,0,1,1,1,2,2
22,97,6,2,2,70,True,False,True,1,1,1,2,1,1
31,96,5,3,2,74,False,True,False,1,0,0,0,2,1
20,64,6,0,2,62,True,True,False,2,0,2,0,1,0
13,65,5,1,2,61,False,True,True,1,2,0,1,1,0
23,80,6,0,3,70,True,True,False,2,2,1,1,1,0
33,64,9,0,2,65,True,True,True,0,1,1,1,1,1
14,74,8,2,2,62,True,True,True,1,1,2,0,0,0
18,66,9,2,4,65,False,True,True,2,2,1,2,1,0
22,85,6,0,4,68,False,True,False,2,1,0,0,1,1
20,98,4,2,1,70,True,True,False,1,2,1,1,0,0
14,100,7,1,3,68,False,True,False,1,0,0,1,1,2
27,75,10,3,6,69,False,False,False,0,1,1,1,1,2
34,84,6,1,3,73,True,True,False,1,2,1,0,1,2
21,94,7,1,5,71,True,True,False,1,1,1,1,1,1
15,65,5,0,4,63,True,True,False,0,2,1,0,2,0
11,88,7,2,2,66,True,True,True,2,1,0,1,1,1
22,76,7,1,4,67,True,True,False,2,0,0,0,2,2
27,68,4,0,1,64,False,True,True,0,2,1,0,2,0
23,76,5,1,3,66,True,True,True,1,0,1,1,0,0
20,63,5,2,3,69,True,True,True,2,2,1,2,2,1
16,88,5,4,6,72,True,True,False,1,2,2,1,1,1
13,70,6,1,4,63,True,True,True,1,2,1,1,1,0
25,72,8,2,2,67,True,True,True,1,2,1,0,1,0
25,65,6,1,4,64,False,True,False,0,1,1,1,1,1
11,95,9,4,4,68,True,True,True,1,1,2,0,1,0
30,80,6,1,3,71,False,True,True,2,2,2,2,1,0
23,83,7,2,4,67,True,False,True,1,0,1,1,2,0
28,83,8,1,5,67,False,True,False,1,0,1,0,1,2
12,76,9,2,3,64,True,True,True,1,1,1,1,2,1
12,68,6,5,3,63,False,True,True,2,0,0,2,2,1
19,90,8,2,4,72,False,True,True,2,2,1,1,1,1
23,65,6,2,2,63,True,True,True,0,1,0,0,1,0
31,64,10,2,4,67,False,True,False,2,1,0,1,1,0
24,88,5,1,2,68,True,False,False,0,1,1,0,1,2
19,68,8,2,3,64,True,True,False,0,2,2,0,2,1
14,72,9,4,3,65,False,True,True,1,2,1,1,1,2
27,79,5,2,1,68,True,True,False,1,0,2,1,1,2
14,78,8,2,4,66,True,True,False,1,2,1,0,1,0
30,88,6,4,5,73,True,True,False,1,1,2,0,1,1
18,85,10,1,3,68,True,True,False,0,1,1,2,1,0
30,86,4,2,5,72,False,True,False,1,2,2,1,1,2
24,89,5,3,0,70,True,False,True,1,1,1,2,1,0
19,72,5,1,4,66,True,True,False,1,1,2,0,1,1
17,73,5,3,1,66,True,True,True,0,1,2,1,1,1
18,78,8,2,4,66,True,True,False,0,0,1,1,2,1
23,72,10,2,2,65,True,True,True,2,0,0,0,1,0
20,99,9,2,5,71,True,True,True,2,0,2,0,1,1
16,93,7,1,1,66,True,True,True,0,1,1,1,1,0
19,67,7,1,4,63,False,True,False,1,0,2,1,1,1
20,60,6,2,3,63,True,True,True,1,1,1,0,1,2
7,62,8,0,3,58,True,True,True,2,1,0,1,0,1
23,70,7,3,3,68,False,True,True,1,2,0,1,2,0
14,65,7,2,3,61,False,True,True,2,1,1,0,1,0
13,81,6,2,4,65,False,True,True,1,2,0,0,1,0
10,94,5,1,3,67,False,True,True,2,0,1,2,1,0
9,89,7,1,3,67,True,True,True,0,2,1,2,0,2
12,69,7,1,4,62,False,True,False,2,0,1,1,1,0
16,76,6,0,1,86,True,True,True,1,2,2,0,1,0
32,80,6,0,5,71,False,True,True,2,1,0,1,1,1
17,92,8,1,3,70,True,True,True,1,1,1,0,1,2
21,94,8,1,3,71,False,True,True,1,1,1,1,1,1
22,96,10,2,3,71,False,True,True,2,0,2,0,1,1
21,80,9,1,3,70,True,True,True,2,2,0,2,1,1
20,88,5,2,5,67,True,False,True,1,2,1,0,1,0
13,64,7,0,4,60,True,True,True,1,0,2,1,0,0
29,83,5,0,4,73,False,True,True,2,2,1,1,2,1
31,70,4,1,2,67,True,True,True,2,0,2,1,1,0
10,77,10,1,3,62,True,True,False,0,2,2,0,1,1
14,85,9,0,3,67,False,True,True,1,2,2,1,1,1
18,70,6,1,2,65,False,True,True,2,0,1,1,2,1
14,62,9,1,6,61,False,True,True,1,1,1,0,1,0
23,60,9,0,4,61,True,False,False,2,1,0,0,1,0
16,61,4,1,2,60,False,True,False,2,1,0,0,1,0
33,60,8,4,3,68,False,True,True,2,2,0,0,0,0
27,64,6,0,5,65,True,True,True,2,1,0,0,2,1
21,70,8,3,1,67,True,True,True,2,2,0,1,0,2
26,69,10,2,2,67,False,True,True,2,0,0,1,0,2
